row_id,provider,spec_file,path,method,operationId,summary,description,has_summary,has_description,has_operationId,deprecated
x22-0859,cloudflare,cloudflare.json,/accounts/{account_id}/cni/slots,GET,list_slots,Retrieve a list of all slots matching the specified parameters,"Lists all available infrastructure slots for the account, showing allocation status and
capacity.",true,true,true,false
x22-0860,cloudflare,cloudflare.json,/accounts/{account_id}/cni/slots/{slot},GET,get_slot,Get information about the specified slot,Gets information about a specific infrastructure slot allocation.,true,true,true,false
x22-0861,cloudflare,cloudflare.json,/accounts/{account_id}/connectivity/directory/services,GET,connectivity-services-list,List Workers VPC connectivity services,Lists the Workers VPC connectivity services in the account.,true,true,true,false
x22-0862,cloudflare,cloudflare.json,/accounts/{account_id}/connectivity/directory/services,POST,connectivity-services-post,Create Workers VPC connectivity service,Creates a new Workers VPC connectivity service in the account.,true,true,true,false
x22-0863,cloudflare,cloudflare.json,/accounts/{account_id}/connectivity/directory/services/{service_id},GET,connectivity-services-get,Get Workers VPC connectivity service,Fetches a single Workers VPC connectivity service by its ID.,true,true,true,false
x22-0864,cloudflare,cloudflare.json,/accounts/{account_id}/connectivity/directory/services/{service_id},PUT,connectivity-services-put,Update Workers VPC connectivity service,Updates an existing Workers VPC connectivity service by its ID.,true,true,true,false
x22-0865,cloudflare,cloudflare.json,/accounts/{account_id}/connectivity/directory/services/{service_id},DELETE,connectivity-services-delete,Delete Workers VPC connectivity service,"Removes a single Workers VPC connectivity service by its ID. Any Worker
bindings referencing this service will stop working.",true,true,true,false
x22-0866,cloudflare,cloudflare.json,/accounts/{account_id}/containers/applications,GET,listApplications,List Applications associated with your account,Lists all the applications that are associated with your account.,true,true,true,false
x22-0867,cloudflare,cloudflare.json,/accounts/{account_id}/containers/applications,POST,createApplication,Create a new application,"Create a Containers application.

Use `scheduling_policy: ""default""` for a scheduler-backed application. The
Containers scheduler maintains the requested instance count and manages
deployment configuration, placement, scaling, versions, and rollouts.

Use `scheduling_policy: ""durable_object""` for a Durable Object-managed
application. Each Durable Object creates and manages the lifecycle of its
container instance. Supply `name`, `scheduling_policy`, and `durable_objects`,
with optional `configuration` and optional top-level `observability` settings.
Deployment configuration, scaling, constraints, versions, and rollouts do not apply.",true,true,true,false
x22-0868,cloudflare,cloudflare.json,/accounts/{account_id}/containers/applications/{application_id},GET,getApplication,Get a single application by id,Returns a single application by id.,true,true,true,false
x22-0869,cloudflare,cloudflare.json,/accounts/{account_id}/containers/applications/{application_id},DELETE,deleteApplication,Delete a single application by id,Deletes a single application by id.,true,true,true,false
x22-0870,cloudflare,cloudflare.json,/accounts/{account_id}/containers/applications/{application_id},PATCH,modifyApplication,Modify an application,"Modifies a single application by id. Durable Object-managed application settings are
published to runtime metadata without creating deployments or rollouts. Top-level
`observability` for these applications supports only `logs.enabled`.
The supported fields depend on the existing
application's scheduling policy. For scheduler-backed applications, changes that
replace instance deployment configuration, including the image, require a rollout.",true,true,true,false
x22-0871,cloudflare,cloudflare.json,/accounts/{account_id}/containers/applications/{application_id}/instances,GET,listContainerInstances,List container instances,Lists container instances belonging to an application.,true,true,true,false
x22-0872,cloudflare,cloudflare.json,/accounts/{account_id}/containers/applications/{application_id}/instances/{instance_id},GET,getContainerInstance,Get a container instance,Returns a container instance belonging to an application.,true,true,true,false
x22-0873,cloudflare,cloudflare.json,/accounts/{account_id}/containers/applications/{application_id}/rollouts,POST,createApplicationRollout,Create a new rollout for an application,"Creates a rollout to update the application's configuration across instances
with minimal downtime. Rollouts apply only to scheduler-backed applications
with `scheduling_policy: ""default""`. Versions and rollouts do not apply to
applications with `scheduling_policy: ""durable_object""`.",true,true,true,false
x22-0874,cloudflare,cloudflare.json,/accounts/{account_id}/containers/applications/{application_id}/versions,GET,listApplicationVersions,List all application versions,"Returns all versions for a scheduler-backed application with
`scheduling_policy: ""default""`. Versions and rollouts do not apply to
applications with `scheduling_policy: ""durable_object""`.",true,true,true,false
x22-0875,cloudflare,cloudflare.json,/accounts/{account_id}/containers/image-preparations,POST,prepareContainerImage,Prepare a container image,Idempotently starts or observes preparation of the runtime artifacts required to run one digest-pinned managed container image on Cloudflare's network. Returns 202 while durable preparation continues and 200 when the image is ready or preparation has reached a terminal error.,true,true,true,false
x22-0876,cloudflare,cloudflare.json,/accounts/{account_id}/containers/registries,GET,listImageRegistries,Get the list of configured registries in the account,Get the list of configured registries in the account.,true,true,true,false
x22-0877,cloudflare,cloudflare.json,/accounts/{account_id}/containers/registries,POST,createImageRegistry,Configure a private external image registry,"Registers credentials for a supported private external image registry so
Containers can pull images from it. This endpoint does not create a registry
or upload an image. Public Docker Hub images and images in the Cloudflare
managed registry do not require this configuration.

Refer to [Image management](https://developers.cloudflare.com/containers/platform-details/image-management/)
for supported registries and instructions for storing registry credentials.",true,true,true,false
x22-0878,cloudflare,cloudflare.json,/accounts/{account_id}/containers/registries/{domain},DELETE,deleteImageRegistry,Delete a registry from the account,"Delete a registry from the account, this will prevent Containers from pulling images from the registry.",true,true,true,false
x22-0879,cloudflare,cloudflare.json,/accounts/{account_id}/containers/registries/{domain}/credentials,POST,generateImageRegistryCredentials,Generate a JWT to interact with the specified image registry.,Generates credentials for accessing a configured container image registry.,true,true,true,false
x22-0880,cloudflare,cloudflare.json,/accounts/{account_id}/custom_csrs,GET,custom-csrs-for-an-account-list-custom-csrs,List Custom CSRs,List all custom Certificate Signing Requests (CSRs) for an account.,true,true,true,false
x22-0881,cloudflare,cloudflare.json,/accounts/{account_id}/custom_csrs,POST,custom-csrs-for-an-account-create-custom-csr,Create Custom CSR,Generate a new custom Certificate Signing Request (CSR) for an account. Cloudflare generates and securely stores the private key associated with the CSR.,true,true,true,false
x22-0882,cloudflare,cloudflare.json,/accounts/{account_id}/custom_csrs/{custom_csr_id},GET,custom-csrs-for-an-account-custom-csr-details,Custom CSR Details,Retrieve details for a specific custom Certificate Signing Request (CSR).,true,true,true,false
x22-0883,cloudflare,cloudflare.json,/accounts/{account_id}/custom_csrs/{custom_csr_id},DELETE,custom-csrs-for-an-account-delete-custom-csr,Delete Custom CSR,Delete a custom Certificate Signing Request (CSR) and its associated private key.,true,true,true,false
x22-0884,cloudflare,cloudflare.json,/accounts/{account_id}/custom_ns,GET,account-level-custom-nameservers-list-account-custom-nameservers,List Account Custom Nameservers,List an account's custom nameservers.,true,true,true,false
x22-0885,cloudflare,cloudflare.json,/accounts/{account_id}/custom_ns,POST,account-level-custom-nameservers-add-account-custom-nameserver,Add Account Custom Nameserver,Adds a custom nameserver to the account for use as a vanity nameserver on zones.,true,true,true,false
x22-0886,cloudflare,cloudflare.json,/accounts/{account_id}/custom_ns/{custom_ns_id},DELETE,account-level-custom-nameservers-delete-account-custom-nameserver,Delete Account Custom Nameserver,Removes a custom nameserver from the account.,true,true,true,false
x22-0887,cloudflare,cloudflare.json,/accounts/{account_id}/d1/database,GET,d1-list-databases,List D1 Databases,Returns a list of D1 databases.,true,true,true,false
x22-0888,cloudflare,cloudflare.json,/accounts/{account_id}/d1/database,POST,d1-create-database,Create D1 Database,Returns the created D1 database.,true,true,true,false
x22-0889,cloudflare,cloudflare.json,/accounts/{account_id}/d1/database/{database_id},GET,d1-get-database,Get D1 Database,Returns the specified D1 database.,true,true,true,false
x22-0890,cloudflare,cloudflare.json,/accounts/{account_id}/d1/database/{database_id},PUT,d1-update-database,Update D1 Database,Updates the specified D1 database.,true,true,true,false
x22-0891,cloudflare,cloudflare.json,/accounts/{account_id}/d1/database/{database_id},DELETE,d1-delete-database,Delete D1 Database,Deletes the specified D1 database.,true,true,true,false
x22-0892,cloudflare,cloudflare.json,/accounts/{account_id}/d1/database/{database_id},PATCH,d1-update-partial-database,Update D1 Database partially,Updates partially the specified D1 database.,true,true,true,false
x22-0893,cloudflare,cloudflare.json,/accounts/{account_id}/d1/database/{database_id}/export,POST,d1-export-database,Export D1 Database as SQL,"Returns a URL where the SQL contents of your D1 can be downloaded. Note: this process may take
some time for larger DBs, during which your D1 will be unavailable to serve queries. To avoid
blocking your DB unnecessarily, an in-progress export must be continually polled or will automatically cancel.",true,true,true,false
x22-0894,cloudflare,cloudflare.json,/accounts/{account_id}/d1/database/{database_id}/import,POST,d1-import-database,Import SQL into your D1 Database,"Generates a temporary URL for uploading an SQL file to, then instructing the D1 to import it
and polling it for status updates. Imports block the D1 for their duration.",true,true,true,false
x22-0895,cloudflare,cloudflare.json,/accounts/{account_id}/d1/database/{database_id}/query,POST,d1-query-database,Query D1 Database,Returns the query result as an object.,true,true,true,false
x22-0896,cloudflare,cloudflare.json,/accounts/{account_id}/d1/database/{database_id}/raw,POST,d1-raw-database-query,Raw D1 Database query,Returns the query result rows as arrays rather than objects. This is a performance-optimized version of the /query endpoint.,true,true,true,false
x22-0897,cloudflare,cloudflare.json,/accounts/{account_id}/d1/database/{database_id}/time_travel/bookmark,GET,d1-time-travel-get-bookmark,Get D1 database bookmark,"Retrieves the current bookmark, or the nearest bookmark at or before a provided timestamp.
Bookmarks can be used with the restore endpoint to revert the database to a previous point in time.",true,true,true,false
x22-0898,cloudflare,cloudflare.json,/accounts/{account_id}/d1/database/{database_id}/time_travel/restore,POST,d1-time-travel-restore,Restore D1 Database to a bookmark or point in time,Restores a D1 database to a previous point in time either via a bookmark or a timestamp.,true,true,true,false
x22-0899,cloudflare,cloudflare.json,/accounts/{account_id}/data-security/posture/content,GET,ListContentAssets,List DLP content findings,List DLP content findings,true,true,true,false
