provider,method,path,operationId,summary,class,step,rule,flag
openai,POST,/agents/environments/templates/{environment_template_id},updateAgentEnvironmentTemplate,Update an agent environment template,x,3,floor,
openai,DELETE,/agents/environments/templates/{environment_template_id},deleteAgentEnvironmentTemplate,Delete an agent environment template,w,2,yours-noun,evidence
openai,GET,/agents/sessions,listAgentSessions,List agent sessions,r,1,method,
openai,POST,/agents/sessions,createAgentSession,Create an agent session,x,3,floor,
openai,GET,/agents/sessions/{session_id},retrieveAgentSession,Retrieve an agent session,r,1,method,
openai,POST,/agents/sessions/{session_id},updateAgentSession,Update an agent session,x,3,floor,
openai,DELETE,/agents/sessions/{session_id},deleteAgentSession,Delete an agent session,x,3,other-noun,
openai,GET,/agents/sessions/{session_id}/artifacts,listAgentSessionArtifacts,List agent session artifacts,r,1,method,
openai,GET,/agents/sessions/{session_id}/artifacts/{artifact_id},retrieveAgentSessionArtifact,Retrieve an agent session artifact,r,1,method,
openai,DELETE,/agents/sessions/{session_id}/artifacts/{artifact_id},deleteAgentSessionArtifact,Delete an agent session artifact,x,3,other-noun,
openai,GET,/agents/sessions/{session_id}/artifacts/{artifact_id}/content,retrieveAgentSessionArtifactContent,Retrieve agent session artifact content,r,1,method,
openai,GET,/agents/sessions/{session_id}/events,listAgentSessionEvents,Stream agent session events,r,1,method,
openai,POST,/agents/sessions/{session_id}/events,createAgentSessionEvents,Create agent session input events,x,3,floor,
openai,GET,/agents/sessions/{session_id}/items,listAgentSessionItems,List agent session items,r,1,method,
openai,GET,/agents/sessions/{session_id}/turns,listAgentSessionTurns,List agent session turns,r,1,method,
openai,GET,/agents/sessions/{session_id}/turns/{turn_id},retrieveAgentSessionTurn,Retrieve an agent session turn,r,1,method,
openai,GET,/vaults,listVaults,List vaults,r,1,method,
openai,POST,/vaults,createVault,Create a vault,x,3,floor,
openai,GET,/vaults/{vault_id},retrieveVault,Retrieve a vault,r,1,method,
openai,DELETE,/vaults/{vault_id},deleteVault,Delete a vault,w,2,yours-noun,evidence
openai,GET,/vaults/{vault_id}/credentials,listVaultCredentials,List vault credentials,r,1,method,
openai,POST,/vaults/{vault_id}/credentials,createVaultCredential,Create a vault credential,x,3,floor,
openai,GET,/vaults/{vault_id}/credentials/{credential_id},retrieveVaultCredential,Retrieve a vault credential,r,1,method,
openai,POST,/vaults/{vault_id}/credentials/{credential_id},rotateVaultCredential,Rotate a vault credential,x,3,floor,
openai,DELETE,/vaults/{vault_id}/credentials/{credential_id},deleteVaultCredential,Delete a vault credential,w,2,floor,x-pile
openai,GET,/webhook_endpoints,ListWebhookEndpoints,List Webhook Endpoints,r,1,method,
openai,POST,/webhook_endpoints,CreateWebhookEndpoint,Create Webhook Endpoint,x,3,floor,
openai,GET,/webhook_endpoints/{webhook_endpoint_id},RetrieveWebhookEndpoint,Retrieve Webhook Endpoint,r,1,method,
openai,POST,/webhook_endpoints/{webhook_endpoint_id},UpdateWebhookEndpoint,Update Webhook Endpoint,x,3,floor,
openai,DELETE,/webhook_endpoints/{webhook_endpoint_id},DeleteWebhookEndpoint,Delete Webhook Endpoint,w,2,yours-noun,evidence
openai,POST,/webhook_endpoints/{webhook_endpoint_id}/rotate_secret,RotateWebhookEndpointSigningSecret,Rotate Webhook Endpoint Signing Secret,x,3,floor,
openai,POST,/webhook_endpoints/{webhook_endpoint_id}/test,TestWebhookEndpoint,Test Webhook Endpoint,x,3,floor,
openai,GET,/webhook_event_types,ListWebhookEventTypes,List Webhook Event Types,r,1,method,
openai,POST,/responses?beta=true,beta_createResponse,Create a model response,x,3,floor,
openai,GET,/responses/{response_id}?beta=true,beta_getResponse,Get a model response,r,1,method,
openai,DELETE,/responses/{response_id}?beta=true,beta_deleteResponse,Delete a model response,w,2,floor,x-pile
openai,POST,/responses/{response_id}/cancel?beta=true,beta_cancelResponse,Cancel a response,x,3,floor,
openai,POST,/responses/compact?beta=true,beta_Compactconversation,Compact conversation,x,3,floor,
openai,GET,/responses/{response_id}/input_items?beta=true,beta_listInputItems,List input items,r,1,method,
openai,POST,/responses/input_tokens?beta=true,beta_Getinputtokencounts,Get input token counts,x,3,floor,
square,POST,/oauth2/revoke,RevokeToken,RevokeToken,x,3,floor,
square,POST,/oauth2/token,ObtainToken,ObtainToken,x,3,floor,
square,POST,/oauth2/token/status,RetrieveTokenStatus,RetrieveTokenStatus,r,1,read-verb,
square,GET,/v1/{location_id}/orders,V1ListOrders,V1ListOrders,r,1,method,
square,GET,/v1/{location_id}/orders/{order_id},V1RetrieveOrder,V1RetrieveOrder,r,1,method,
square,PUT,/v1/{location_id}/orders/{order_id},V1UpdateOrder,V1UpdateOrder,x,3,other-noun,
square,POST,/v2/apple-pay/domains,RegisterDomain,RegisterDomain,x,3,floor,
square,GET,/v2/bank-accounts,ListBankAccounts,ListBankAccounts,r,1,method,
square,POST,/v2/bank-accounts,CreateBankAccount,CreateBankAccount,x,3,floor,
square,GET,/v2/bank-accounts/by-v1-id/{v1_bank_account_id},GetBankAccountByV1Id,GetBankAccountByV1Id,r,1,method,
square,GET,/v2/bank-accounts/{bank_account_id},GetBankAccount,GetBankAccount,r,1,method,
square,POST,/v2/bank-accounts/{bank_account_id}/disable,DisableBankAccount,DisableBankAccount,x,3,floor,
square,GET,/v2/bookings,ListBookings,ListBookings,r,1,method,
square,POST,/v2/bookings,CreateBooking,CreateBooking,x,3,floor,
square,POST,/v2/bookings/availability/search,SearchAvailability,SearchAvailability,r,1,read-verb,
square,POST,/v2/bookings/bulk-retrieve,BulkRetrieveBookings,BulkRetrieveBookings,x,3,floor,
square,GET,/v2/bookings/business-booking-profile,RetrieveBusinessBookingProfile,RetrieveBusinessBookingProfile,r,1,method,
square,GET,/v2/bookings/custom-attribute-definitions,ListBookingCustomAttributeDefinitions,ListBookingCustomAttributeDefinitions,r,1,method,
square,POST,/v2/bookings/custom-attribute-definitions,CreateBookingCustomAttributeDefinition,CreateBookingCustomAttributeDefinition,x,3,floor,
square,GET,/v2/bookings/custom-attribute-definitions/{key},RetrieveBookingCustomAttributeDefinition,RetrieveBookingCustomAttributeDefinition,r,1,method,
square,PUT,/v2/bookings/custom-attribute-definitions/{key},UpdateBookingCustomAttributeDefinition,UpdateBookingCustomAttributeDefinition,x,3,other-noun,
square,DELETE,/v2/bookings/custom-attribute-definitions/{key},DeleteBookingCustomAttributeDefinition,DeleteBookingCustomAttributeDefinition,x,3,other-noun,
square,POST,/v2/bookings/custom-attributes/bulk-delete,BulkDeleteBookingCustomAttributes,BulkDeleteBookingCustomAttributes,x,3,floor,
square,POST,/v2/bookings/custom-attributes/bulk-upsert,BulkUpsertBookingCustomAttributes,BulkUpsertBookingCustomAttributes,x,3,floor,
square,GET,/v2/bookings/location-booking-profiles,ListLocationBookingProfiles,ListLocationBookingProfiles,r,1,method,
square,GET,/v2/bookings/location-booking-profiles/{location_id},RetrieveLocationBookingProfile,RetrieveLocationBookingProfile,r,1,method,
square,GET,/v2/bookings/team-member-booking-profiles,ListTeamMemberBookingProfiles,ListTeamMemberBookingProfiles,r,1,method,
square,POST,/v2/bookings/team-member-booking-profiles/bulk-retrieve,BulkRetrieveTeamMemberBookingProfiles,BulkRetrieveTeamMemberBookingProfiles,x,3,floor,
square,GET,/v2/bookings/team-member-booking-profiles/{team_member_id},RetrieveTeamMemberBookingProfile,RetrieveTeamMemberBookingProfile,r,1,method,
square,GET,/v2/bookings/{booking_id},RetrieveBooking,RetrieveBooking,r,1,method,
square,PUT,/v2/bookings/{booking_id},UpdateBooking,UpdateBooking,x,3,other-noun,
square,POST,/v2/bookings/{booking_id}/cancel,CancelBooking,CancelBooking,x,3,floor,
square,GET,/v2/bookings/{booking_id}/custom-attributes,ListBookingCustomAttributes,ListBookingCustomAttributes,r,1,method,
square,GET,/v2/bookings/{booking_id}/custom-attributes/{key},RetrieveBookingCustomAttribute,RetrieveBookingCustomAttribute,r,1,method,
square,PUT,/v2/bookings/{booking_id}/custom-attributes/{key},UpsertBookingCustomAttribute,UpsertBookingCustomAttribute,x,3,other-noun,
square,DELETE,/v2/bookings/{booking_id}/custom-attributes/{key},DeleteBookingCustomAttribute,DeleteBookingCustomAttribute,x,3,other-noun,
square,GET,/v2/cards,ListCards,ListCards,r,1,method,
square,POST,/v2/cards,CreateCard,CreateCard,x,3,floor,
square,GET,/v2/cards/{card_id},RetrieveCard,RetrieveCard,r,1,method,
square,POST,/v2/cards/{card_id}/disable,DisableCard,DisableCard,x,3,floor,
square,GET,/v2/cash-drawers/shifts,ListCashDrawerShifts,ListCashDrawerShifts,r,1,method,
square,GET,/v2/cash-drawers/shifts/{shift_id},RetrieveCashDrawerShift,RetrieveCashDrawerShift,r,1,method,
square,GET,/v2/cash-drawers/shifts/{shift_id}/events,ListCashDrawerShiftEvents,ListCashDrawerShiftEvents,r,1,method,
square,POST,/v2/catalog/batch-delete,BatchDeleteCatalogObjects,BatchDeleteCatalogObjects,x,3,floor,
square,POST,/v2/catalog/batch-retrieve,BatchRetrieveCatalogObjects,BatchRetrieveCatalogObjects,x,3,floor,
square,POST,/v2/catalog/batch-upsert,BatchUpsertCatalogObjects,BatchUpsertCatalogObjects,x,3,floor,
square,POST,/v2/catalog/images,CreateCatalogImage,CreateCatalogImage,x,3,floor,
square,PUT,/v2/catalog/images/{image_id},UpdateCatalogImage,UpdateCatalogImage,w,2,yours-noun,evidence
square,GET,/v2/catalog/info,CatalogInfo,CatalogInfo,r,1,method,
square,GET,/v2/catalog/list,ListCatalog,ListCatalog,r,1,method,
square,POST,/v2/catalog/object,UpsertCatalogObject,UpsertCatalogObject,x,3,floor,
square,GET,/v2/catalog/object/{object_id},RetrieveCatalogObject,RetrieveCatalogObject,r,1,method,
square,DELETE,/v2/catalog/object/{object_id},DeleteCatalogObject,DeleteCatalogObject,w,2,yours-noun,evidence
square,POST,/v2/catalog/search,SearchCatalogObjects,SearchCatalogObjects,r,1,read-verb,
square,POST,/v2/catalog/search-catalog-items,SearchCatalogItems,SearchCatalogItems,r,1,read-verb,
square,POST,/v2/catalog/update-item-modifier-lists,UpdateItemModifierLists,UpdateItemModifierLists,x,3,floor,
square,POST,/v2/catalog/update-item-taxes,UpdateItemTaxes,UpdateItemTaxes,x,3,floor,
square,GET,/v2/channels,ListChannels,ListChannels,r,1,method,
square,POST,/v2/channels/bulk-retrieve,BulkRetrieveChannels,BulkRetrieveChannels,x,3,floor,
square,GET,/v2/channels/{channel_id},RetrieveChannel,RetrieveChannel,r,1,method,
square,GET,/v2/customers,ListCustomers,ListCustomers,r,1,method,
square,POST,/v2/customers,CreateCustomer,CreateCustomer,x,3,floor,
square,POST,/v2/customers/bulk-create,BulkCreateCustomers,BulkCreateCustomers,x,3,floor,
square,POST,/v2/customers/bulk-delete,BulkDeleteCustomers,BulkDeleteCustomers,x,3,floor,
square,POST,/v2/customers/bulk-retrieve,BulkRetrieveCustomers,BulkRetrieveCustomers,x,3,floor,
square,POST,/v2/customers/bulk-update,BulkUpdateCustomers,BulkUpdateCustomers,x,3,floor,
square,GET,/v2/customers/custom-attribute-definitions,ListCustomerCustomAttributeDefinitions,ListCustomerCustomAttributeDefinitions,r,1,method,
square,POST,/v2/customers/custom-attribute-definitions,CreateCustomerCustomAttributeDefinition,CreateCustomerCustomAttributeDefinition,x,3,floor,
square,GET,/v2/customers/custom-attribute-definitions/{key},RetrieveCustomerCustomAttributeDefinition,RetrieveCustomerCustomAttributeDefinition,r,1,method,
square,PUT,/v2/customers/custom-attribute-definitions/{key},UpdateCustomerCustomAttributeDefinition,UpdateCustomerCustomAttributeDefinition,w,2,yours-noun,evidence
square,DELETE,/v2/customers/custom-attribute-definitions/{key},DeleteCustomerCustomAttributeDefinition,DeleteCustomerCustomAttributeDefinition,w,2,yours-noun,evidence
square,POST,/v2/customers/custom-attributes/bulk-upsert,BulkUpsertCustomerCustomAttributes,BulkUpsertCustomerCustomAttributes,x,3,floor,
square,GET,/v2/customers/groups,ListCustomerGroups,ListCustomerGroups,r,1,method,
square,POST,/v2/customers/groups,CreateCustomerGroup,CreateCustomerGroup,x,3,floor,
square,GET,/v2/customers/groups/{group_id},RetrieveCustomerGroup,RetrieveCustomerGroup,r,1,method,
square,PUT,/v2/customers/groups/{group_id},UpdateCustomerGroup,UpdateCustomerGroup,x,3,other-noun,
square,DELETE,/v2/customers/groups/{group_id},DeleteCustomerGroup,DeleteCustomerGroup,x,3,other-noun,
square,POST,/v2/customers/search,SearchCustomers,SearchCustomers,r,1,read-verb,
square,GET,/v2/customers/segments,ListCustomerSegments,ListCustomerSegments,r,1,method,
square,GET,/v2/customers/segments/{segment_id},RetrieveCustomerSegment,RetrieveCustomerSegment,r,1,method,
square,GET,/v2/customers/{customer_id},RetrieveCustomer,RetrieveCustomer,r,1,method,
square,PUT,/v2/customers/{customer_id},UpdateCustomer,UpdateCustomer,w,2,yours-noun,evidence
square,DELETE,/v2/customers/{customer_id},DeleteCustomer,DeleteCustomer,w,2,yours-noun,evidence
square,POST,/v2/customers/{customer_id}/cards,CreateCustomerCard,CreateCustomerCard,x,3,floor,
square,DELETE,/v2/customers/{customer_id}/cards/{card_id},DeleteCustomerCard,DeleteCustomerCard,w,2,yours-noun,evidence
square,GET,/v2/customers/{customer_id}/custom-attributes,ListCustomerCustomAttributes,ListCustomerCustomAttributes,r,1,method,
square,GET,/v2/customers/{customer_id}/custom-attributes/{key},RetrieveCustomerCustomAttribute,RetrieveCustomerCustomAttribute,r,1,method,
square,POST,/v2/customers/{customer_id}/custom-attributes/{key},UpsertCustomerCustomAttribute,UpsertCustomerCustomAttribute,x,3,floor,
square,DELETE,/v2/customers/{customer_id}/custom-attributes/{key},DeleteCustomerCustomAttribute,DeleteCustomerCustomAttribute,w,2,yours-noun,evidence
square,PUT,/v2/customers/{customer_id}/groups/{group_id},AddGroupToCustomer,AddGroupToCustomer,x,3,other-noun,
square,DELETE,/v2/customers/{customer_id}/groups/{group_id},RemoveGroupFromCustomer,RemoveGroupFromCustomer,x,3,other-noun,
square,GET,/v2/devices,ListDevices,ListDevices,r,1,method,
square,GET,/v2/devices/codes,ListDeviceCodes,ListDeviceCodes,r,1,method,
square,POST,/v2/devices/codes,CreateDeviceCode,CreateDeviceCode,x,3,floor,
square,GET,/v2/devices/codes/{id},GetDeviceCode,GetDeviceCode,r,1,method,
square,GET,/v2/devices/{device_id},GetDevice,GetDevice,r,1,method,
square,GET,/v2/disputes,ListDisputes,ListDisputes,r,1,method,
