token,position,providers,ops_total,raw_get,raw_post,raw_put,raw_patch,raw_delete,raw_head,raw_options,perprov_get,perprov_post,perprov_put,perprov_patch,perprov_delete,perprov_head,perprov_options
uuid,path,6,18,12,3,0,2,1,0,0,6,2,0,1,1,0,0
venue,opid,6,18,13,4,0,1,0,0,0,4,2,0,1,0,0,0
airport,opid,6,17,17,0,0,0,0,0,0,6,0,0,0,0,0,0
db,opid,6,17,9,7,0,0,1,0,0,6,2,0,0,1,0,0
family,opid,6,17,12,1,0,4,0,0,0,6,1,0,1,0,0,0
inbox,path,6,17,11,4,0,2,0,0,0,4,4,0,1,0,0,0
indexes,opid,6,17,8,6,1,0,2,0,0,5,4,1,0,2,0,0
mac,opid,6,17,6,10,0,0,1,0,0,3,5,0,0,1,0,0
only,path,6,17,12,5,0,0,0,0,0,5,3,0,0,0,0,0
star,opid,6,17,6,4,4,0,3,0,0,4,3,2,0,3,0,0
unassign,lead,6,17,0,6,0,0,11,0,0,0,3,0,0,4,0,0
branding,path,6,16,9,7,0,0,0,0,0,5,4,0,0,0,0,0
caption,path,6,16,7,3,2,1,3,0,0,5,3,2,1,3,0,0
category,lead,6,16,9,4,1,0,2,0,0,6,1,1,0,1,0,0
changeset,opid,6,16,7,7,2,0,0,0,0,4,5,2,0,0,0,0
deprecated,opid,6,16,9,4,0,1,2,0,0,5,2,0,1,2,0,0
financial,path,6,16,15,1,0,0,0,0,0,5,1,0,0,0,0,0
git,opid,6,16,9,5,0,1,1,0,0,5,2,0,1,1,0,0
loss,opid,6,16,10,6,0,0,0,0,0,6,1,0,0,0,0,0
parse,lead,6,16,5,9,2,0,0,0,0,2,5,1,0,0,0,0
phone,lead,6,16,11,5,0,0,0,0,0,5,3,0,0,0,0,0
reminder,path,6,16,5,8,1,1,1,0,0,3,5,1,1,1,0,0
suggested,path,6,16,8,8,0,0,0,0,0,4,3,0,0,0,0,0
branding,opid,6,15,9,6,0,0,0,0,0,5,3,0,0,0,0,0
discover,opid,6,15,2,11,2,0,0,0,0,2,4,1,0,0,0,0
jurisdiction,path,6,15,12,1,1,0,1,0,0,6,1,1,0,1,0,0
phrase,path,6,15,4,9,1,0,1,0,0,4,4,1,0,1,0,0
privilege,path,6,15,11,2,0,0,2,0,0,6,1,0,0,1,0,0
use,path,6,15,7,3,2,1,2,0,0,4,2,2,1,2,0,0
advanced,opid,6,14,8,4,2,0,0,0,0,5,2,1,0,0,0,0
attempt,opid,6,14,9,4,0,0,1,0,0,4,3,0,0,1,0,0
funds,opid,6,14,5,6,1,1,1,0,0,2,4,1,1,1,0,0
presence,opid,6,14,7,4,3,0,0,0,0,4,3,2,0,0,0,0
presence,path,6,14,7,4,3,0,0,0,0,4,3,2,0,0,0,0
received,path,6,14,7,7,0,0,0,0,0,5,3,0,0,0,0,0
ref,opid,6,14,11,3,0,0,0,0,0,6,2,0,0,0,0,0
reputation,path,6,14,11,1,2,0,0,0,0,6,1,1,0,0,0,0
variation,path,6,14,8,3,2,0,1,0,0,4,3,2,0,1,0,0
created,opid,6,13,4,9,0,0,0,0,0,3,3,0,0,0,0,0
decision,path,6,13,5,7,0,1,0,0,0,4,4,0,1,0,0,0
distance,opid,6,13,3,10,0,0,0,0,0,3,3,0,0,0,0,0
help,path,6,13,10,1,1,0,1,0,0,6,1,1,0,1,0,0
hotel,opid,6,13,12,1,0,0,0,0,0,6,1,0,0,0,0,0
reply,path,6,13,3,6,2,0,2,0,0,2,5,2,0,2,0,0
subscriber,path,6,13,7,6,0,0,0,0,0,5,2,0,0,0,0,0
7,path,6,12,8,2,1,0,1,0,0,5,1,1,0,1,0,0
airport,path,6,12,11,0,0,0,0,0,1,6,0,0,0,0,0,1
block,lead,6,12,6,5,1,0,0,0,0,3,3,1,0,0,0,0
evaluate,path,6,12,4,8,0,0,0,0,0,1,5,0,0,0,0,0
incident,opid,6,12,8,4,0,0,0,0,0,6,1,0,0,0,0,0
reorder,opid,6,12,1,7,4,0,0,0,0,1,4,2,0,0,0,0
resolve,path,6,12,2,8,0,2,0,0,0,2,4,0,1,0,0,0
spam,opid,6,12,4,4,1,1,2,0,0,2,3,1,1,1,0,0
two,path,6,12,3,8,0,0,1,0,0,2,5,0,0,1,0,0
unread,path,6,12,6,4,2,0,0,0,0,1,4,2,0,0,0,0
util,path,6,12,11,1,0,0,0,0,0,6,1,0,0,0,0,0
zip,opid,6,12,6,6,0,0,0,0,0,5,4,0,0,0,0,0
approve,lead,6,11,0,11,0,0,0,0,0,0,6,0,0,0,0,0
changeset,path,6,11,5,5,1,0,0,0,0,3,4,1,0,0,0,0
cycle,path,6,11,5,3,3,0,0,0,0,3,3,1,0,0,0,0
interaction,path,6,11,7,3,1,0,0,0,0,4,3,1,0,0,0,0
predict,opid,6,11,2,9,0,0,0,0,0,1,5,0,0,0,0,0
select,opid,6,11,1,9,1,0,0,0,0,1,5,1,0,0,0,0
clip,opid,6,10,8,2,0,0,0,0,0,4,2,0,0,0,0,0
collect,opid,6,10,3,5,2,0,0,0,0,1,4,1,0,0,0,0
completed,opid,6,10,8,2,0,0,0,0,0,5,1,0,0,0,0,0
decline,opid,6,10,0,9,0,0,1,0,0,0,5,0,0,1,0,0
disconnect,lead,6,10,0,6,0,0,4,0,0,0,3,0,0,3,0,0
duplicate,path,6,10,0,9,1,0,0,0,0,0,5,1,0,0,0,0
filtered,opid,6,10,9,1,0,0,0,0,0,5,1,0,0,0,0,0
first,path,6,10,6,3,0,1,0,0,0,5,2,0,1,0,0,0
ignore,path,6,10,2,5,2,0,1,0,0,1,5,2,0,1,0,0
make,opid,6,10,1,9,0,0,0,0,0,1,6,0,0,0,0,0
provision,lead,6,10,0,9,1,0,0,0,0,0,5,1,0,0,0,0
ranking,path,6,10,7,1,1,0,1,0,0,5,1,1,0,1,0,0
restriction,opid,6,10,4,6,0,0,0,0,0,4,3,0,0,0,0,0
unarchive,opid,6,10,0,7,1,0,2,0,0,0,4,1,0,1,0,0
watching,opid,6,10,4,6,0,0,0,0,0,3,4,0,0,0,0,0
append,opid,6,9,2,4,1,2,0,0,0,1,3,1,2,0,0,0
decline,path,6,9,0,9,0,0,0,0,0,0,6,0,0,0,0,0
invalidate,opid,6,9,0,6,2,0,1,0,0,0,4,1,0,1,0,0
sent,path,6,9,8,1,0,0,0,0,0,6,1,0,0,0,0,0
who,opid,6,9,8,1,0,0,0,0,0,5,1,0,0,0,0,0
without,opid,6,9,3,5,0,0,1,0,0,3,3,0,0,1,0,0
acknowledge,lead,6,8,0,6,0,2,0,0,0,0,5,0,1,0,0,0
extract,lead,6,8,4,4,0,0,0,0,0,3,4,0,0,0,0,0
hide,opid,6,8,0,5,1,0,2,0,0,0,4,1,0,1,0,0
incoming,opid,6,8,5,2,0,0,1,0,0,5,2,0,0,1,0,0
interval,path,6,8,3,3,2,0,0,0,0,2,3,1,0,0,0,0
now,path,6,8,2,6,0,0,0,0,0,1,5,0,0,0,0,0
online,opid,6,8,4,2,1,0,1,0,0,4,2,1,0,1,0,0
personal,path,6,8,3,2,2,0,0,1,0,2,2,2,0,0,1,0
prepare,opid,6,8,0,7,1,0,0,0,0,0,5,1,0,0,0,0
suggest,lead,6,8,4,3,1,0,0,0,0,4,2,1,0,0,0,0
amount,opid,6,7,6,1,0,0,0,0,0,5,1,0,0,0,0,0
balance,lead,6,7,7,0,0,0,0,0,0,6,0,0,0,0,0,0
browse,opid,6,7,7,0,0,0,0,0,0,6,0,0,0,0,0,0
encrypt,opid,6,7,0,5,2,0,0,0,0,0,4,2,0,0,0,0
expire,opid,6,7,0,5,0,0,2,0,0,0,5,0,0,1,0,0
sentiment,lead,6,7,2,5,0,0,0,0,0,2,5,0,0,0,0,0
single,path,6,7,1,6,0,0,0,0,0,1,5,0,0,0,0,0
un,opid,6,7,0,3,0,0,4,0,0,0,3,0,0,3,0,0
unpublish,opid,6,7,0,2,3,0,2,0,0,0,2,2,0,2,0,0
expiry,opid,6,6,1,3,2,0,0,0,0,1,3,2,0,0,0,0
reason,path,6,6,6,0,0,0,0,0,0,6,0,0,0,0,0,0
microsoft,path,5,7055,3562,1224,951,442,828,48,0,2,5,3,1,2,1,0
beta,path,5,1496,633,644,32,83,104,0,0,3,5,2,3,3,0,0
compute,lead,5,733,279,307,17,51,79,0,0,4,5,3,2,3,0,0
defined,opid,5,367,347,12,4,2,2,0,0,4,3,3,1,2,0,0
core,opid,5,283,127,40,33,32,39,6,6,5,4,2,2,2,1,1
recovery,path,5,274,134,78,26,13,23,0,0,2,5,2,1,2,0,0
replication,opid,5,243,87,115,17,9,15,0,0,4,4,3,2,3,0,0
protocol,path,5,235,120,18,85,0,12,0,0,5,4,2,0,2,0,0
replication,path,5,229,80,116,13,7,13,0,0,4,4,1,1,3,0,0
resource,lead,5,188,128,33,10,9,5,3,0,5,3,2,2,2,1,0
sql,opid,5,177,64,69,18,7,19,0,0,4,4,3,2,2,0,0
watch,path,5,175,156,15,2,0,2,0,0,2,3,1,0,1,0,0
work,path,5,167,33,121,3,6,4,0,0,4,4,2,3,3,0,0
article,lead,5,164,110,31,9,3,11,0,0,5,4,4,2,3,0,0
organisation,path,5,163,80,24,28,0,31,0,0,5,2,2,0,2,0,0
server,lead,5,145,73,14,28,10,20,0,0,5,2,2,2,2,0,0
partition,path,5,133,35,66,31,0,1,0,0,4,4,2,0,1,0,0
bot,path,5,128,39,31,30,4,24,0,0,4,3,3,1,3,0,0
scheme,opid,5,125,52,17,30,1,25,0,0,4,4,4,1,4,0,0
assessment,opid,5,123,46,40,22,1,14,0,0,3,5,3,1,2,0,0
recipe,path,5,116,69,29,11,0,7,0,0,5,3,2,0,2,0,0
network,lead,5,111,54,25,11,8,13,0,0,4,4,2,2,3,0,0
distribution,path,5,104,47,33,10,3,11,0,0,5,4,2,1,3,0,0
quote,lead,5,103,48,26,20,3,6,0,0,3,5,3,1,3,0,0
data,lead,5,99,48,18,17,2,14,0,0,5,4,2,1,2,0,0
wireless,path,5,96,35,16,14,10,21,0,0,5,4,3,2,5,0,0
certificate,lead,5,93,36,25,10,7,14,1,0,5,5,2,1,5,1,0
organisation,opid,5,93,44,13,17,0,19,0,0,4,2,1,0,1,0,0
patient,opid,5,89,45,17,11,12,4,0,0,5,3,2,2,1,0,0
distribution,opid,5,87,30,36,9,2,10,0,0,4,4,2,1,2,0,0
experiment,path,5,87,33,33,6,6,9,0,0,5,4,3,3,4,0,0
window,path,5,87,17,64,2,2,2,0,0,4,4,1,1,1,0,0
backend,opid,5,86,18,54,4,4,5,1,0,4,4,2,2,3,1,0
cart,opid,5,80,35,24,13,0,8,0,0,4,4,2,0,2,0,0
recovery,opid,5,79,28,35,8,1,7,0,0,2,5,3,1,2,0,0
ad,path,5,78,40,30,3,1,4,0,0,4,4,2,1,2,0,0
bot,opid,5,76,27,16,17,2,14,0,0,4,4,3,1,3,0,0
replica,opid,5,73,35,28,4,3,3,0,0,5,5,2,1,2,0,0
acl,path,5,72,20,36,6,5,5,0,0,5,3,3,2,2,0,0
aggregated,path,5,70,67,3,0,0,0,0,0,4,2,0,0,0,0,0
binding,opid,5,70,34,11,9,4,12,0,0,5,3,3,2,3,0,0
compliance,path,5,68,33,35,0,0,0,0,0,4,3,0,0,0,0,0
signing,opid,5,67,29,14,12,3,9,0,0,5,4,4,1,4,0,0
capacity,opid,5,66,29,29,2,2,4,0,0,5,4,1,1,1,0,0
meeting,opid,5,64,35,13,6,5,5,0,0,5,3,2,1,3,0,0
detection,opid,5,63,5,55,1,2,0,0,0,3,4,1,2,0,0,0
drive,opid,5,62,28,15,0,9,10,0,0,5,2,0,2,2,0,0
experiment,opid,5,62,20,24,5,5,8,0,0,5,4,3,3,4,0,0
reserved,opid,5,62,34,27,0,0,1,0,0,5,2,0,0,1,0,0
node,lead,5,59,41,7,1,5,5,0,0,5,2,1,2,3,0,0
registries,path,5,59,23,14,8,5,9,0,0,5,5,4,1,4,0,0
album,opid,5,58,33,7,6,4,8,0,0,5,2,2,1,2,0,0
placement,path,5,56,20,19,7,4,6,0,0,5,5,4,2,5,0,0
acl,opid,5,54,15,32,5,1,1,0,0,5,2,4,1,1,0,0
global,lead,5,54,24,23,4,1,2,0,0,4,3,2,1,2,0,0
skill,path,5,53,26,25,1,1,0,0,0,4,2,1,1,0,0,0
lifecycle,path,5,52,13,35,4,0,0,0,0,3,3,2,0,0,0,0
runtime,opid,5,52,15,23,7,3,4,0,0,4,4,4,2,2,0,0
tab,path,5,51,17,15,10,0,9,0,0,4,5,4,0,3,0,0
equipment,path,5,50,15,35,0,0,0,0,0,4,2,0,0,0,0,0
watcher,path,5,50,13,24,4,3,6,0,0,4,4,1,1,3,0,0
placement,opid,5,49,18,17,6,4,4,0,0,4,4,3,2,3,0,0
routing,opid,5,49,9,32,4,1,3,0,0,5,2,3,1,2,0,0
translation,opid,5,49,24,13,10,0,2,0,0,3,4,2,0,2,0,0
assigned,path,5,47,24,13,2,1,7,0,0,4,2,2,1,2,0,0
tab,opid,5,47,16,13,10,0,8,0,0,4,5,4,0,3,0,0
discovery,path,5,46,29,12,2,1,2,0,0,4,4,2,1,1,0,0
pref,path,5,46,9,4,27,3,3,0,0,5,3,1,1,2,0,0
compliance,opid,5,45,22,23,0,0,0,0,0,4,2,0,0,0,0,0
prefixes,opid,5,45,19,9,4,6,7,0,0,5,3,3,3,4,0,0
worker,path,5,45,25,14,2,2,2,0,0,4,4,1,1,2,0,0
build,lead,5,44,29,9,0,4,2,0,0,2,5,0,2,1,0,0
binding,path,5,43,19,11,7,1,5,0,0,4,3,3,1,1,0,0
institution,path,5,43,28,11,2,0,2,0,0,4,3,2,0,2,0,0
p,path,5,43,18,18,2,2,3,0,0,5,2,1,2,2,0,0
pref,opid,5,43,8,3,27,3,2,0,0,5,3,1,1,1,0,0
sandbox,opid,5,43,5,31,3,0,4,0,0,2,4,2,0,2,0,0
continuous,opid,5,42,19,17,2,0,4,0,0,5,5,2,0,3,0,0
adjustment,opid,5,41,25,12,2,0,2,0,0,5,4,1,0,1,0,0
adjustment,path,5,41,25,12,2,0,2,0,0,5,4,1,0,1,0,0
associated,opid,5,41,26,9,1,0,5,0,0,4,3,1,0,2,0,0
frame,opid,5,41,22,11,1,3,4,0,0,4,4,1,1,1,0,0
proposal,opid,5,41,11,26,2,2,0,0,0,3,4,1,1,0,0,0
screen,opid,5,41,13,14,8,0,6,0,0,2,5,2,0,2,0,0
insurance,opid,5,40,24,5,5,1,5,0,0,5,1,1,1,1,0,0
modify,path,5,40,1,38,1,0,0,0,0,1,4,1,0,0,0,0
timeline,opid,5,40,21,11,1,1,6,0,0,5,3,1,1,2,0,0
location,lead,5,39,29,7,1,1,1,0,0,4,3,1,1,1,0,0
training,path,5,39,16,14,4,1,2,0,2,4,5,1,1,1,0,1
department,path,5,38,24,8,2,3,1,0,0,4,3,1,2,1,0,0
if,opid,5,38,20,18,0,0,0,0,0,4,3,0,0,0,0,0
ai,path,5,37,17,8,5,2,5,0,0,3,4,1,1,1,0,0
core,path,5,37,19,12,1,1,4,0,0,4,3,1,1,1,0,0
effective,opid,5,37,26,11,0,0,0,0,0,4,3,0,0,0,0,0
histories,path,5,37,26,9,0,2,0,0,0,4,3,0,1,0,0,0
hour,path,5,37,22,8,4,2,1,0,0,4,2,3,1,1,0,0
people,opid,5,37,24,7,1,2,3,0,0,5,1,1,1,1,0,0
emoji,path,5,36,19,11,0,0,6,0,0,5,3,0,0,1,0,0
pattern,path,5,36,5,27,1,0,3,0,0,3,4,1,0,2,0,0
ads,path,5,35,11,18,4,1,1,0,0,5,5,3,1,1,0,0
scheduling,opid,5,35,13,12,3,3,4,0,0,1,5,1,1,1,0,0
sandbox,path,5,34,3,21,7,0,3,0,0,2,3,3,0,2,0,0
reboot,opid,5,33,7,25,1,0,0,0,0,1,5,1,0,0,0,0
deleted,lead,5,32,23,7,0,0,2,0,0,4,2,0,0,2,0,0
forwarding,path,5,32,12,10,3,2,5,0,0,4,4,2,1,3,0,0
lead,opid,5,32,13,5,6,2,6,0,0,5,3,3,1,4,0,0
peer,opid,5,32,16,9,1,0,6,0,0,5,3,1,0,3,0,0
scheduler,path,5,32,9,14,2,2,5,0,0,3,4,1,1,3,0,0
seller,opid,5,32,18,5,6,1,2,0,0,5,1,1,1,1,0,0
serial,opid,5,32,18,10,1,1,2,0,0,5,4,1,1,1,0,0
benefit,path,5,31,10,15,3,1,2,0,0,4,2,3,1,2,0,0
district,path,5,31,31,0,0,0,0,0,0,5,0,0,0,0,0,0
forecast,opid,5,31,6,25,0,0,0,0,0,4,2,0,0,0,0,0
milestone,opid,5,31,19,7,2,2,1,0,0,5,4,2,2,1,0,0
ownership,path,5,31,12,9,3,4,3,0,0,4,4,1,2,1,0,0
podcast,path,5,31,21,5,2,0,3,0,0,5,2,1,0,2,0,0
serial,path,5,31,18,11,1,1,0,0,0,5,4,1,1,0,0,0
office,path,5,30,17,1,11,1,0,0,0,5,1,2,1,0,0,0
standing,path,5,30,26,4,0,0,0,0,0,5,1,0,0,0,0,0
lease,opid,5,29,15,6,5,1,2,0,0,2,4,2,1,1,0,0
strategies,path,5,29,14,7,4,1,3,0,0,5,4,3,1,2,0,0
air,path,5,28,17,11,0,0,0,0,0,5,1,0,0,0,0,0
developer,path,5,28,12,10,1,2,3,0,0,4,4,1,1,1,0,0
sender,opid,5,28,11,11,1,2,3,0,0,4,4,1,1,2,0,0
tunnel,path,5,28,12,12,1,1,2,0,0,5,3,1,1,2,0,0
wallet,path,5,28,11,13,0,0,0,0,4,3,4,0,0,0,0,1
author,path,5,27,14,9,2,0,2,0,0,5,2,1,0,1,0,0
bandwidth,opid,5,27,12,7,4,0,4,0,0,4,3,2,0,2,0,0
bandwidth,path,5,27,12,7,4,0,4,0,0,4,3,2,0,2,0,0
entitlement,path,5,27,11,12,2,0,2,0,0,4,3,2,0,2,0,0
picture,path,5,27,11,8,1,4,3,0,0,3,3,1,1,1,0,0
signal,opid,5,27,6,15,3,1,2,0,0,3,4,3,1,2,0,0
supplier,path,5,27,15,4,4,1,3,0,0,4,4,3,1,3,0,0
dispute,path,5,26,13,11,1,0,1,0,0,5,4,1,0,1,0,0
sdk,opid,5,26,13,8,3,0,2,0,0,5,2,1,0,1,0,0
telemetry,path,5,26,14,10,0,0,2,0,0,4,3,0,0,1,0,0
timeseries,path,5,26,10,15,0,1,0,0,0,4,3,0,1,0,0,0
via,opid,5,26,6,14,3,0,1,2,0,3,3,2,0,1,1,0
widget,opid,5,26,15,7,1,1,2,0,0,5,3,1,1,2,0,0
gender,path,5,25,14,11,0,0,0,0,0,4,2,0,0,0,0,0
ios,path,5,25,15,3,3,1,3,0,0,5,2,1,1,1,0,0
manufacturer,opid,5,25,9,3,4,4,5,0,0,4,3,3,3,3,0,0
ownership,opid,5,25,10,4,4,3,4,0,0,3,3,2,1,2,0,0
reaction,opid,5,25,9,10,0,0,6,0,0,4,5,0,0,3,0,0
stripe,path,5,25,12,7,4,0,2,0,0,4,5,1,0,1,0,0
reporting,opid,5,24,20,2,1,0,1,0,0,4,2,1,0,1,0,0
classifier,path,5,23,8,12,1,0,2,0,0,4,2,1,0,2,0,0
hit,path,5,23,6,15,1,0,1,0,0,2,4,1,0,1,0,0
leaderboard,path,5,23,16,5,1,0,1,0,0,5,1,1,0,1,0,0
alternative,path,5,22,19,2,0,0,1,0,0,5,1,0,0,1,0,0
byte,path,5,22,10,12,0,0,0,0,0,2,3,0,0,0,0,0
c,path,5,22,12,4,1,1,4,0,0,4,1,1,1,2,0,0
favourite,opid,5,22,9,2,7,0,4,0,0,4,1,4,0,3,0,0
record,lead,5,22,8,2,6,3,3,0,0,2,2,3,2,2,0,0
drive,path,5,21,10,5,0,3,3,0,0,5,2,0,2,2,0,0
echo,path,5,21,9,11,0,0,0,0,1,2,3,0,0,0,0,1
example,opid,5,21,12,7,0,0,2,0,0,5,3,0,0,1,0,0
payout,path,5,21,13,6,0,0,2,0,0,3,3,0,0,1,0,0
short,path,5,21,11,3,3,4,0,0,0,4,2,1,2,0,0,0
smart,opid,5,21,12,6,1,1,1,0,0,4,4,1,1,1,0,0
survey,opid,5,21,17,4,0,0,0,0,0,5,1,0,0,0,0,0
apikey,opid,5,20,9,7,0,1,3,0,0,4,4,0,1,3,0,0
dispute,opid,5,20,11,7,1,0,1,0,0,5,4,1,0,1,0,0
menu,path,5,20,16,3,1,0,0,0,0,5,3,1,0,0,0,0
past,path,5,20,20,0,0,0,0,0,0,5,0,0,0,0,0,0
transform,lead,5,20,8,9,1,1,1,0,0,2,4,1,1,1,0,0
availabilities,path,5,19,14,3,1,1,0,0,0,4,2,1,1,0,0,0
cross,path,5,19,7,8,2,1,1,0,0,3,3,1,1,1,0,0
display,lead,5,19,10,8,1,0,0,0,0,4,3,1,0,0,0,0
division,path,5,19,18,1,0,0,0,0,0,4,1,0,0,0,0,0
header,opid,5,19,10,5,2,1,1,0,0,4,3,2,1,1,0,0
moderator,path,5,19,8,3,2,1,5,0,0,4,3,1,1,4,0,0
privacy,opid,5,19,7,2,6,0,4,0,0,3,2,1,0,2,0,0
queue,lead,5,19,8,7,2,0,2,0,0,2,4,1,0,1,0,0
alternative,opid,5,18,14,3,0,0,1,0,0,4,2,0,0,1,0,0
bounce,path,5,18,10,3,1,2,2,0,0,4,2,1,1,1,0,0
center,path,5,18,11,2,1,2,2,0,0,5,2,1,2,2,0,0
past,opid,5,18,18,0,0,0,0,0,0,5,0,0,0,0,0,0
recover,lead,5,18,0,12,6,0,0,0,0,0,4,1,0,0,0,0
recover,opid,5,18,1,17,0,0,0,0,0,1,4,0,0,0,0,0
stored,opid,5,18,6,8,1,1,2,0,0,4,3,1,1,2,0,0
style,opid,5,18,10,4,1,1,2,0,0,5,2,1,1,2,0,0
subscribed,opid,5,18,6,5,5,0,2,0,0,2,2,2,0,1,0,0
terminate,path,5,18,0,17,1,0,0,0,0,0,4,1,0,0,0,0
visibility,opid,5,18,4,6,8,0,0,0,0,2,2,3,0,0,0,0
visibility,path,5,18,4,6,8,0,0,0,0,2,2,3,0,0,0,0
cancellation,path,5,17,8,6,2,0,1,0,0,4,4,2,0,1,0,0
communication,opid,5,17,6,6,3,1,1,0,0,2,5,2,1,1,0,0
division,opid,5,17,16,1,0,0,0,0,0,4,1,0,0,0,0,0
moderator,opid,5,17,5,4,2,1,5,0,0,3,4,1,1,4,0,0
oauth,lead,5,17,10,3,1,1,2,0,0,5,3,1,1,2,0,0
only,opid,5,17,12,5,0,0,0,0,0,5,3,0,0,0,0,0
static,path,5,17,8,7,1,0,1,0,0,4,2,1,0,1,0,0
v,lead,5,17,12,4,1,0,0,0,0,4,3,1,0,0,0,0
connectivity,opid,5,16,7,5,3,1,0,0,0,4,2,1,1,0,0,0
flight,opid,5,16,10,5,0,0,1,0,0,4,2,0,0,1,0,0
leaderboard,opid,5,16,13,1,1,0,1,0,0,5,1,1,0,1,0,0
license,lead,5,16,5,9,2,0,0,0,0,4,2,1,0,0,0,0
per,opid,5,16,7,9,0,0,0,0,0,3,2,0,0,0,0,0
published,opid,5,16,11,1,3,0,1,0,0,4,1,2,0,1,0,0
resolution,path,5,16,8,4,3,0,1,0,0,4,3,1,0,1,0,0
acknowledge,opid,5,15,0,14,0,1,0,0,0,0,4,0,1,0,0,0
analyze,lead,5,15,2,13,0,0,0,0,0,2,5,0,0,0,0,0
automatic,opid,5,15,5,8,0,2,0,0,0,4,3,0,1,0,0,0
legal,opid,5,15,7,4,1,1,2,0,0,4,3,1,1,2,0,0
loss,path,5,15,9,6,0,0,0,0,0,5,1,0,0,0,0,0
problem,opid,5,15,6,7,1,1,0,0,0,3,3,1,1,0,0,0
recognize,opid,5,15,0,14,1,0,0,0,0,0,5,1,0,0,0,0
reminder,opid,5,15,5,7,1,1,1,0,0,3,4,1,1,1,0,0
resolution,opid,5,15,8,3,3,0,1,0,0,4,3,1,0,1,0,0
saml,path,5,15,5,9,1,0,0,0,0,3,5,1,0,0,0,0
session,lead,5,15,4,6,2,0,3,0,0,3,4,2,0,3,0,0
strategies,opid,5,15,9,2,1,1,2,0,0,5,2,1,1,2,0,0
ui,opid,5,15,3,10,1,0,1,0,0,3,3,1,0,1,0,0
wait,opid,5,15,4,11,0,0,0,0,0,1,4,0,0,0,0,0
8,opid,5,14,7,5,0,0,2,0,0,2,3,0,0,2,0,0
blacklist,path,5,14,4,5,1,0,4,0,0,3,4,1,0,3,0,0
claim,lead,5,14,2,10,2,0,0,0,0,1,4,2,0,0,0,0
mac,path,5,14,5,8,0,0,1,0,0,3,4,0,0,1,0,0
mfa,opid,5,14,2,9,1,1,1,0,0,1,4,1,1,1,0,0
rollback,path,5,14,1,12,1,0,0,0,0,1,4,1,0,0,0,0
slack,path,5,14,5,3,4,1,1,0,0,4,3,3,1,1,0,0
website,path,5,14,2,9,2,0,1,0,0,2,3,2,0,1,0,0
amazon,path,5,13,5,3,3,0,2,0,0,2,3,2,0,2,0,0
color,path,5,13,10,1,2,0,0,0,0,3,1,1,0,0,0,0
common,path,5,13,5,4,0,2,2,0,0,3,4,0,2,2,0,0
dynamic,opid,5,13,4,5,0,1,3,0,0,3,4,0,1,3,0,0
font,path,5,13,7,5,0,0,1,0,0,4,2,0,0,1,0,0
force,path,5,13,1,10,0,0,2,0,0,1,4,0,0,1,0,0
friend,path,5,13,6,7,0,0,0,0,0,4,2,0,0,0,0,0
general,path,5,13,10,0,3,0,0,0,0,5,0,2,0,0,0,0
requirement,opid,5,13,9,4,0,0,0,0,0,4,3,0,0,0,0,0
tracked,opid,5,13,8,5,0,0,0,0,0,3,2,0,0,0,0,0
violation,path,5,13,8,5,0,0,0,0,0,5,4,0,0,0,0,0
actor,path,5,12,6,4,0,0,2,0,0,4,4,0,0,2,0,0
allocation,opid,5,12,5,4,3,0,0,0,0,4,1,1,0,0,0,0
following,opid,5,12,11,1,0,0,0,0,0,4,1,0,0,0,0,0
forward,path,5,12,3,5,1,2,1,0,0,2,4,1,1,1,0,0
funds,path,5,12,5,4,1,1,1,0,0,2,3,1,1,1,0,0
help,opid,5,12,9,1,1,0,1,0,0,5,1,1,0,1,0,0
incoming,path,5,12,8,2,0,0,2,0,0,5,1,0,0,2,0,0
published,path,5,12,11,1,0,0,0,0,0,4,1,0,0,0,0,0
publisher,opid,5,12,10,2,0,0,0,0,0,5,1,0,0,0,0,0
risk,opid,5,12,7,3,1,1,0,0,0,4,2,1,1,0,0,0
scenario,path,5,12,5,5,1,0,1,0,0,4,4,1,0,1,0,0
severity,path,5,12,11,1,0,0,0,0,0,4,1,0,0,0,0,0
sheet,path,5,12,8,3,0,0,1,0,0,4,2,0,0,1,0,0
slack,opid,5,12,4,4,3,0,1,0,0,3,4,2,0,1,0,0
strategy,opid,5,12,4,4,1,1,2,0,0,4,3,1,1,2,0,0
uri,path,5,12,7,5,0,0,0,0,0,4,2,0,0,0,0,0
connectivity,path,5,11,6,2,3,0,0,0,0,4,2,1,0,0,0,0
dynamic,path,5,11,4,3,0,1,3,0,0,4,3,0,1,3,0,0
inline,path,5,11,3,6,1,0,1,0,0,2,4,1,0,1,0,0
privilege,opid,5,11,7,2,0,0,2,0,0,5,1,0,0,1,0,0
received,opid,5,11,5,6,0,0,0,0,0,3,3,0,0,0,0,0
recognize,lead,5,11,0,11,0,0,0,0,0,0,5,0,0,0,0,0
replace,path,5,11,2,8,1,0,0,0,0,1,4,1,0,0,0,0
revert,opid,5,11,0,11,0,0,0,0,0,0,5,0,0,0,0,0
spam,path,5,11,4,4,0,1,2,0,0,2,3,0,1,1,0,0
style,path,5,11,7,2,0,1,1,0,0,5,1,0,1,1,0,0
visible,opid,5,11,6,2,0,2,1,0,0,4,2,0,2,1,0,0
abort,opid,5,10,1,3,1,0,5,0,0,1,3,1,0,2,0,0
