row_id,provider,method,path,operationId,summary,description,truth_class,confidence,reason,source_set
pc-r1705,spotify,GET,/me/episodes,get-users-saved-episodes,Get User's Saved Episodes,Get a list of the episodes saved in the current Spotify user's library.,r,,,provider-corpus-2026-09-16
pc-r1706,spotify,PUT,/me/episodes,save-episodes-user,Save Episodes for Current User,"Save one or more episodes to the current user's library.

**Note:** This endpoint is deprecated. Use [Save Items to Library](/documentation/web-api/reference/save-library-items) instead.",w,high,PUT saves episodes to library,provider-corpus-2026-09-16
pc-r1707,spotify,DELETE,/me/episodes,remove-episodes-user,Remove User's Saved Episodes,"Remove one or more episodes from the current user's library.

**Note:** This endpoint is deprecated. Use [Remove Items from Library](/documentation/web-api/reference/remove-library-items) instead.",x,high,DELETE method wins on library removal,provider-corpus-2026-09-16
pc-r1708,spotify,GET,/me/episodes/contains,check-users-saved-episodes,Check User's Saved Episodes,"Check if one or more episodes is already saved in the current Spotify user's 'Your Episodes' library.

**Note:** This endpoint is deprecated. Use [Check User's Saved Items](/documentation/web-api/reference/check-library-contains) instead.",r,,,provider-corpus-2026-09-16
pc-r1709,spotify,GET,/me/shows,get-users-saved-shows,Get User's Saved Shows,Get a list of shows saved in the current Spotify user's library. Optional parameters can be used to limit the number of shows returned.,r,,,provider-corpus-2026-09-16
pc-r1710,spotify,PUT,/me/shows,save-shows-user,Save Shows for Current User,"Save one or more shows to current Spotify user's library.

**Note:** This endpoint is deprecated. Use [Save Items to Library](/documentation/web-api/reference/save-library-items) instead.",w,high,PUT saves shows to library,provider-corpus-2026-09-16
pc-r1711,spotify,DELETE,/me/shows,remove-shows-user,Remove User's Saved Shows,"Delete one or more shows from current Spotify user's library.

**Note:** This endpoint is deprecated. Use [Remove Items from Library](/documentation/web-api/reference/remove-library-items) instead.",x,high,DELETE removes shows method wins,provider-corpus-2026-09-16
pc-r1712,spotify,GET,/me/shows/contains,check-users-saved-shows,Check User's Saved Shows,"Check if one or more shows is already saved in the current Spotify user's library.

**Note:** This endpoint is deprecated. Use [Check User's Saved Items](/documentation/web-api/reference/check-library-contains) instead.",r,,,provider-corpus-2026-09-16
pc-r1713,spotify,GET,/me/top/{type},get-users-top-artists-and-tracks,Get User's Top Items,Get the current user's top artists or tracks based on calculated affinity.,r,,,provider-corpus-2026-09-16
pc-r1714,spotify,GET,/users/{user_id},get-users-profile,Get User's Profile,Get public profile information about a Spotify user.,r,,,provider-corpus-2026-09-16
pc-r1715,spotify,GET,/users/{user_id}/playlists,get-list-users-playlists,Get User's Playlists,Get a list of the playlists owned or followed by a Spotify user.,r,,,provider-corpus-2026-09-16
pc-r1716,spotify,POST,/users/{user_id}/playlists,create-playlist-for-user,Create Playlist for user,"**Deprecated**: Use [Create Playlist](/documentation/web-api/reference/create-playlist) instead.

Create a playlist for a Spotify user. (The playlist will be empty until
you [add tracks](/documentation/web-api/reference/add-tracks-to-playlist).)
Each user is generally limited to a maximum of 11000 playlists.",w,high,ii plain create of playlist,provider-corpus-2026-09-16
pc-r1717,spotify,PUT,/playlists/{playlist_id}/followers,follow-playlist,Follow Playlist,"Add the current user as a follower of a playlist.

**Note:** This endpoint is deprecated. Use [Save Items to Library](/documentation/web-api/reference/save-library-items) instead.",w,high,PUT follow has unfollow,provider-corpus-2026-09-16
pc-r1718,spotify,DELETE,/playlists/{playlist_id}/followers,unfollow-playlist,Unfollow Playlist,"Remove the current user as a follower of a playlist.

**Note:** This endpoint is deprecated. Use [Remove Items from Library](/documentation/web-api/reference/remove-library-items) instead.",x,high,DELETE follower method wins,provider-corpus-2026-09-16
pc-r1719,spotify,GET,/browse/featured-playlists,get-featured-playlists,Get Featured Playlists,"Get a list of Spotify featured playlists (shown, for example, on a Spotify player's 'Browse' tab).",r,,,provider-corpus-2026-09-16
pc-r1720,spotify,GET,/browse/categories,get-categories,Get Several Browse Categories,"Get a list of categories used to tag items in Spotify (on, for example, the Spotify player’s “Browse” tab).",r,,,provider-corpus-2026-09-16
pc-r1721,spotify,GET,/browse/categories/{category_id},get-a-category,Get Single Browse Category,"Get a single category used to tag items in Spotify (on, for example, the Spotify player’s “Browse” tab).",r,,,provider-corpus-2026-09-16
pc-r1722,spotify,GET,/browse/categories/{category_id}/playlists,get-a-categories-playlists,Get Category's Playlists,Get a list of Spotify playlists tagged with a particular category.,r,,,provider-corpus-2026-09-16
pc-r1723,spotify,GET,/playlists/{playlist_id}/images,get-playlist-cover,Get Playlist Cover Image,Get the current image associated with a specific playlist.,r,,,provider-corpus-2026-09-16
pc-r1724,spotify,PUT,/playlists/{playlist_id}/images,upload-custom-playlist-cover,Add Custom Playlist Cover Image,Replace the image used to represent a specific playlist.,w,high,PUT replaces cover image,provider-corpus-2026-09-16
pc-r1725,spotify,GET,/browse/new-releases,get-new-releases,Get New Releases,"Get a list of new album releases featured in Spotify (shown, for example, on a Spotify player’s “Browse” tab).",r,,,provider-corpus-2026-09-16
pc-r1726,spotify,GET,/me/following,get-followed,Get Followed Artists,Get the current user's followed artists.,r,,,provider-corpus-2026-09-16
pc-r1727,spotify,PUT,/me/following,follow-artists-users,Follow Artists or Users,"Add the current user as a follower of one or more artists or other Spotify users.

**Note:** This endpoint is deprecated. Use [Save Items to Library](/documentation/web-api/reference/save-library-items) instead.",w,high,iii PUT follows settable back,provider-corpus-2026-09-16
pc-r1728,spotify,DELETE,/me/following,unfollow-artists-users,Unfollow Artists or Users,"Remove the current user as a follower of one or more artists or other Spotify users.

**Note:** This endpoint is deprecated. Use [Remove Items from Library](/documentation/web-api/reference/remove-library-items) instead.",x,high,DELETE follow method wins,provider-corpus-2026-09-16
pc-r1729,spotify,GET,/me/following/contains,check-current-user-follows,Check If User Follows Artists or Users,"Check to see if the current user is following one or more artists or other Spotify users.

**Note:** This endpoint is deprecated. Use [Check User's Saved Items](/documentation/web-api/reference/check-library-contains) instead.",r,,,provider-corpus-2026-09-16
pc-r1730,spotify,GET,/playlists/{playlist_id}/followers/contains,check-if-user-follows-playlist,Check if Current User Follows Playlist,"Check to see if the current user is following a specified playlist.

**Note:** This endpoint is deprecated. Use [Check User's Saved Items](/documentation/web-api/reference/check-library-contains) instead.",r,,,provider-corpus-2026-09-16
pc-r1731,spotify,GET,/audio-features,get-several-audio-features,Get Several Tracks' Audio Features,Get audio features for multiple tracks based on their Spotify IDs.,r,,,provider-corpus-2026-09-16
pc-r1732,spotify,GET,/audio-features/{id},get-audio-features,Get Track's Audio Features,"Get audio feature information for a single track identified by its unique
Spotify ID.",r,,,provider-corpus-2026-09-16
pc-r1733,spotify,GET,/audio-analysis/{id},get-audio-analysis,Get Track's Audio Analysis,"Get a low-level audio analysis for a track in the Spotify catalog. The audio analysis describes the track’s structure and musical content, including rhythm, pitch, and timbre.",r,,,provider-corpus-2026-09-16
pc-r1734,spotify,GET,/recommendations,get-recommendations,Get Recommendations,"Recommendations are generated based on the available information for a given seed entity and matched against similar artists and tracks. If there is sufficient information about the provided seeds, a list of tracks will be returned together with pool size details.

For artists and tracks that are very new or obscure there might not be enough data to generate a list of tracks.",r,,,provider-corpus-2026-09-16
pc-r1735,spotify,GET,/recommendations/available-genre-seeds,get-recommendation-genres,Get Available Genre Seeds,Retrieve a list of available genres seed parameter values for [recommendations](/documentation/web-api/reference/get-recommendations).,r,,,provider-corpus-2026-09-16
pc-r1736,spotify,GET,/me/player,get-information-about-the-users-current-playback,Get Playback State,"Get information about the user’s current playback state, including track or episode, progress, and active device.",r,,,provider-corpus-2026-09-16
pc-r1737,spotify,PUT,/me/player,transfer-a-users-playback,Transfer Playback,Transfer playback to a new device and optionally begin playback. This API only works for users who have Spotify Premium. The order of execution is not guaranteed when you use this API with other Player API endpoints.,w,high,PUT transfer playback settable back,provider-corpus-2026-09-16
pc-r1738,spotify,GET,/me/player/devices,get-a-users-available-devices,Get Available Devices,Get information about a user’s available Spotify Connect devices. Some device models are not supported and will not be listed in the API response.,r,,,provider-corpus-2026-09-16
pc-r1739,spotify,GET,/me/player/currently-playing,get-the-users-currently-playing-track,Get Currently Playing Track,Get the object currently being played on the user's Spotify account.,r,,,provider-corpus-2026-09-16
